"show_id","type","title","director","cast","country","date_added","release_year","rating","duration","listed_in","description","platform"
"s21","TV Show","Monsters Inside: The 24 Faces of Billy Milligan","Olivier Megaton","","","September 22, 2021",2021,"TV-14","1","Crime TV Shows, Docuseries, International TV Shows","In the late 1970s, an accused serial rapist claims multiple personalities control his behavior, setting off a legal odyssey that captivates America.","Netflix"
"s22","TV Show","Resurrection: Ertugrul","","Engin Altan Düzyatan, Serdar Gökhan, Hülya Darcan, Kaan Taşaner, Esra Bilgiç, Osman Soykut, Serdar Deniz, Cengiz Coşkun, Reshad Strik, Hande Subaşı","Turkey","September 22, 2021",2018,"TV-14","5","International TV Shows, TV Action & Adventure, TV Dramas","When a good deed unwittingly endangers his clan, a 13th-century Turkish warrior agrees to fight a sultan's enemies in exchange for new tribal land.","Netflix"
"s26","TV Show","Love on the Spectrum","","Brooke Satchwell","Australia","September 21, 2021",2021,"TV-14","2","Docuseries, International TV Shows, Reality TV","Finding love can be hard for anyone. For young adults on the autism spectrum, exploring the unpredictable world of dating is even more complicated.","Netflix"
"s32","TV Show","Chicago Party Aunt","","Lauren Ash, Rory O'Malley, RuPaul Charles, Jill Talley, Ike Barinholtz, Jon Barinholtz, Matthew Craig, Bob Odenkirk, Mike Hagerty, Katie Rich, Chris Witaske","","September 17, 2021",2021,"TV-MA","1","TV Comedies","Chicago Party Aunt Diane is an idolized troublemaker with a talent for avoiding adulthood — and a soft spot for her soul-searching nephew.","Netflix"
"s33","TV Show","Sex Education","","Asa Butterfield, Gillian Anderson, Ncuti Gatwa, Emma Mackey, Connor Swindells, Kedar Williams-Stirling, Alistair Petrie","United Kingdom","September 17, 2021",2020,"TV-MA","3","British TV Shows, International TV Shows, TV Comedies","Insecure Otis has all the answers when it comes to sex advice, thanks to his therapist mom. So rebel Maeve proposes a school sex-therapy clinic.","Netflix"
"s34","TV Show","Squid Game","","Lee Jung-jae, Park Hae-soo, Wi Ha-jun, Oh Young-soo, Jung Ho-yeon, Heo Sung-tae, Kim Joo-ryoung, Tripathi Anupam, You Seong-joo, Lee You-mi","","September 17, 2021",2021,"TV-MA","1","International TV Shows, TV Dramas, TV Thrillers","Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.","Netflix"
"s35","TV Show","Tayo and Little Wizards","","Dami Lee, Jason Lee, Bommie Catherine Han, Jennifer Waescher, Nancy Kim","","September 17, 2021",2020,"TV-Y7","1","Kids' TV","Tayo speeds into an adventure when his friends get kidnapped by evil magicians invading their city in search of a magical gemstone.","Netflix"
"s38","TV Show","Angry Birds","","Antti Pääkkönen, Heljä Heikkinen, Lynne Guaglione, Pasi Ruohonen, Rauno Ahonen","Finland","September 16, 2021",2018,"TV-Y7","1","Kids' TV, TV Comedies","Birds Red, Chuck and their feathered friends have lots of adventures while guarding eggs in their nest that pesky pigs keep trying to steal.","Netflix"
"s40","TV Show","Chhota Bheem","","Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil","India","September 16, 2021",2021,"TV-Y7","3","Kids' TV","A brave, energetic little boy with superhuman powers leads his friends on exciting adventures to guard their fellow Dholakpur villagers from evil.","Netflix"
"s41","TV Show","He-Man and the Masters of the Universe","","Yuri Lowenthal, Kimberly Brooks, Antony Del Rio, Trevor Devall, Ben Diskin, Grey Griffin, David Kaye, Tom Kenny, Judy Alice Lee, Roger Craig Smith, Fred Tatasciore","United States","September 16, 2021",2021,"TV-Y7","1","Kids' TV, TV Sci-Fi & Fantasy","Mighty teen Adam and his heroic squad of misfits discover the legendary power of Grayskull — and their destiny to defend Eternia from sinister Skeletor.","Netflix"
"s48","TV Show","The Smart Money Woman","Bunmi Ajakaiye","Osas Ighodaro, Ini Dima-Okojie, Kemi Lala Akindoju, Toni Tones, Ebenezer Eno, Eso Okolocha DIke, Patrick Diabuah, Karibi Fubara, Temisan Emmanuel, Timini Egbuson","","September 16, 2021",2020,"TV-MA","1","International TV Shows, Romantic TV Shows, TV Comedies","Five glamorous millennials strive for success as they juggle careers, finances, love and friendships. Based on Arese Ugwu's 2016 best-selling novel.","Netflix"
"s50","TV Show","Castle and Castle","","Richard Mofe-Damijo, Dakore Akande, Bimbo Manuel, Blossom Chukwujekwu, Deyemi Okanlawon, Etim Effiong, Denola Grey, Duke Akintola, Eku Edewor, Ade Laoye, Anee Icha, Kevin Ushi, Jude Chukwuka, Amanda Afolabi","Nigeria","September 15, 2021",2021,"TV-MA","2","International TV Shows, TV Dramas","A pair of high-powered, successful lawyers find themselves defending opposite interests of the justice system, causing a strain on their happy marriage.","Netflix"
"s51","TV Show","Dharmakshetra","","Kashmira Irani, Chandan Anand, Dinesh Mehta, Ankit Arora, Pushkar Goggiaa, Anjali Rana, Aarya DharmChand Kumar, Amit Behl, Maleeka Ghai","India","September 15, 2021",2014,"TV-PG","1","International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","After the ancient Great War, the god Chitragupta oversees a trial to determine who were the battle's true heroes and villains.","Netflix"
"s56","TV Show","Nailed It","","Nicole Byer, Jacques Torres","United States","September 15, 2021",2021,"TV-PG","6","Reality TV","Home bakers with a terrible track record take a crack at re-creating edible masterpieces for a $10,000 prize. It's part reality contest, part hot mess.","Netflix"
"s66","TV Show","Numberblocks","","Beth Chalmers, David Holt, Marcel McCalla, Teresa Gallagher","United Kingdom","September 15, 2021",2021,"TV-Y","6","Kids' TV","In a place called Numberland, math adds up to tons of fun when a group of cheerful blocks work, play and sing together.","Netflix"
"s67","TV Show","Raja Rasoi Aur Anya Kahaniyan","","","India","September 15, 2021",2014,"TV-G","1","Docuseries, International TV Shows","Explore the history and flavors of regional Indian cuisine, from traditional Kashmiri feasts to the vegetarian dishes of Gujarat.","Netflix"
"s68","TV Show","Saved by the Bell","","Mark-Paul Gosselaar, Tiffani Thiessen, Mario Lopez, Lark Voorhies, Elizabeth Berkley, Dustin Diamond, Dennis Haskins","United States","September 15, 2021",1994,"TV-PG","9","Kids' TV, TV Comedies","From middle school to college, best friends Zack, Kelly, Slater, Jessie, Screech and Lisa take on the highs and lows of life together in this hit series.","Netflix"
"s70","TV Show","Stories by Rabindranath Tagore","","","India","September 15, 2021",2015,"TV-PG","1","International TV Shows, TV Dramas","The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.","Netflix"
"s71","TV Show","Too Hot To Handle: Latino","","Itatí Cantoral","","September 15, 2021",2021,"TV-MA","1","International TV Shows, Reality TV, Romantic TV Shows","On this reality show, singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000.","Netflix"
"s73","TV Show","Jack Whitehall: Travels with My Father","","Jack Whitehall, Michael Whitehall","United Kingdom","September 14, 2021",2021,"TV-MA","5","British TV Shows, Docuseries, International TV Shows","Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond.","Netflix"
"s75","TV Show","The World's Most Amazing Vacation Rentals","","","","September 14, 2021",2021,"TV-PG","2","Reality TV","With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.","Netflix"
"s77","TV Show","Yowamushi Pedal","","Daiki Yamashita, Kohsuke Toriumi, Jun Fukushima, Hiroki Yasumoto, Showtaro Morikubo, Kentaro Ito, Daisuke Kishio, Yoshitsugu Matsuoka, Junichi Suwabe, Ayaka Suwa, Megumi Han, Tomoaki Maeno, Tsubasa Yonaga, Tetsuya Kakihara, Satoshi Hino, Hiroyuki Yoshino, Atsushi Abe, Koji Yusa, Kouki Miyata, Hiro Shimono, Wataru Hatano, Yuichi Nakamura, Kenji Nojima, Mamoru Miyano, Daisuke Ono, Yuma Uchida, Jun Fukuyama","Japan","September 14, 2021",2013,"TV-14","1","Anime Series, International TV Shows","A timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent.","Netflix"
"s83","TV Show","Lucifer","","Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Scarlett Estevez, Rachael Harris, Aimee Garcia, Tricia Helfer, Tom Welling, Jeremiah W. Birkett, Pej Vahdat, Michael Gladis","United States","September 10, 2021",2021,"TV-14","6","Crime TV Shows, TV Comedies, TV Dramas","Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.","Netflix"
"s84","TV Show","Metal Shop Masters","","Jo Koy","","September 10, 2021",2021,"TV-MA","1","Reality TV","On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.","Netflix"
"s86","TV Show","Pokémon Master Journeys: The Series","","Ikue Otani, Sarah Natochenny, Zeno Robinson, Cherami Leigh, James Carter Cathcart, Michele Knotz, Rodger Parsons, Ray Chase, Casey Mongillo, Tara Sands","","September 10, 2021",2021,"TV-Y7","1","Anime Series, Kids' TV","As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they're on a journey to adventure!","Netflix"
"s88","TV Show","Titipo Titipo","","Jeon Hae-ri, Kim Eun-ah, Hong Bum-ki, Nam Do-hyeong, Um Sang-hyun","","September 10, 2021",2019,"TV-Y","2","Kids' TV, Korean TV Shows","Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.","Netflix"
"s90","TV Show","Mighty Raju","","Julie Tejwani, Sabina Malik, Jigna Bhardwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Rajesh Kava","","September 9, 2021",2017,"TV-Y7","4","Kids' TV","Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!","Netflix"
"s93","TV Show","Into the Night","","Pauline Etienne, Laurent Capelluto, Stefano Cassetti, Mehmet Kurtuluş, Babetida Sadjo, Jan Bijvoet, Ksawery Szlenkier, Vincent Londez, Regina Bikkinina, Alba Gaïa Kraghede Bellugi, Nabil Mallat","Belgium","September 8, 2021",2021,"TV-MA","2","International TV Shows, TV Dramas, TV Mysteries","Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.","Netflix"
"s96","TV Show","The Circle","","Michelle Buteau","United States, United Kingdom","September 8, 2021",2021,"TV-MA","3","Reality TV","Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.","Netflix"
"s98","TV Show","Kid Cosmic","","Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver","United States","September 7, 2021",2021,"TV-Y7","2","Kids' TV, TV Comedies, TV Sci-Fi & Fantasy","A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.","Netflix"
"s99","TV Show","Octonauts: Above & Beyond","","Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt","United Kingdom","September 7, 2021",2021,"TV-Y","1","British TV Shows, Kids' TV","The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.","Netflix"
"s100","TV Show","On the Verge","","Julie Delpy, Elisabeth Shue, Sarah Jones, Alexia Landeau, Mathieu Demy, Troy Garity, Timm Sharp, Giovanni Ribisi","France, United States","September 7, 2021",2021,"TV-MA","1","TV Comedies, TV Dramas","Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.","Netflix"
"s101","TV Show","Tobot Galaxy Detectives","","Austin Abell, Travis Turner, Cole Howard, Anna Cummer, Jesse Inocalla, Brian Dobson, Michael Adamthwaite, Joseph Girgis, Caitlyn Bairstow","","September 7, 2021",2019,"TV-Y7","2","Kids' TV","An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.","Netflix"
"s103","TV Show","Countdown: Inspiration4 Mission to Space","Jason Hehir","","","September 6, 2021",2021,"TV-14","1","Docuseries, Science & Nature TV","From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.","Netflix"
"s105","TV Show","Tayo the Little Bus","","Robyn Slade, Kami Desilets","South Korea","September 6, 2021",2016,"TV-Y","2","Kids' TV, Korean TV Shows","As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.","Netflix"
"s107","TV Show","Bunk'd","","Peyton List, Karan Brar, Skai Jackson, Miranda May, Kevin G. Quinn, Nathan Arenas, Nina Lu","United States","September 5, 2021",2021,"TV-G","5","Kids' TV, TV Comedies","The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.","Netflix"
"s109","TV Show","Dive Club","","Aubri Ibrag, Sana'a Shaik, Miah Madden, Mercy Cornwall, Georgia-May Davis, Ryan Harrison, Josh Heuston, Alexander Grant","Australia","September 3, 2021",2021,"TV-G","1","Kids' TV, TV Dramas, Teen TV Shows","On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.","Netflix"
"s110","TV Show","La casa de papel","","Úrsula Corberó, Itziar Ituño, Álvaro Morte, Paco Tous, Enrique Arce, Pedro Alonso, María Pedraza, Alba Flores, Miguel Herrán, Jaime Lorente, Esther Acebo, Darko Peric, Kiti Mánver","Spain","September 3, 2021",2021,"TV-MA","5","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.","Netflix"
"s111","TV Show","Money Heist: From Tokyo to Berlin","Luis Alfaro, Javier Gómez Santander","","","September 3, 2021",2021,"TV-MA","1","Docuseries, International TV Shows, Spanish-Language TV Shows","The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series.","Netflix"
"s112","TV Show","Sharkdog","","Liam Mitchell, Dee Bradley Baker, Grey Griffin, Josh McDermitt, Kari Wahlgren, Judy Alice Lee, Ali Mawji","United States, Singapore","September 3, 2021",2021,"TV-Y","1","Kids' TV","Half shark, half dog with a big heart and a belly full of fish sticks! Together, Sharkdog and his human pal Max can take on any silly or messy adventure.","Netflix"
"s121","TV Show","Heroes of Goo Jit Zu","","Jon Allen, Kellen Goff, Joe Hernandez, Kaiji Tang","Australia","September 2, 2021",2021,"TV-Y7","1","Kids' TV, TV Comedies","After a meteor crash, a group of zoo animals transforms into squishy, gooey and stretchy superheroes with special powers and soon takes on evildoers.","Netflix"
"s122","TV Show","Hotel Del Luna","","Lee Ji-eun, Yeo Jin-goo, Shin Jung-geun, Seo Yi-sook, Bae Hae-sun, Pyo Ji-hoon, Cho Hyun-chul, Kang Hong-suk, Lee Do-hyun, Lee Tae-seon, Kang Mina, Park You-na, Oh Ji-ho","","September 2, 2021",2019,"TV-14","1","International TV Shows, Romantic TV Shows, TV Comedies","When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.","Netflix"
"s124","TV Show","Luv Kushh","","","","September 2, 2021",2012,"TV-Y7","1","Kids' TV","Based on the last book of the epic Ramayana, this series follows the endeavors and adventures of Lord Rama’s twin sons through their childhood.","Netflix"
"s125","TV Show","Pororo - The Little Penguin","","","South Korea","September 2, 2021",2013,"TV-Y7","3","Kids' TV, Korean TV Shows","On a tiny island, Pororo the penguin has fun adventures with his friends Eddy the fox, Loopy the beaver, Poby the polar bear and Crong the dinosaur.","Netflix"
"s126","TV Show","Q-Force","","Sean Hayes, Wanda Sykes, Laurie Metcalf, David Harbour, Gary Cole, Patti Harrison, Matt Rogers","United States","September 2, 2021",2021,"TV-MA","1","Crime TV Shows, TV Action & Adventure, TV Comedies","A gay superspy and his scrappy LGBTQ squad fight to prove themselves to the agency that underestimated them. Today, West Hollywood… tomorrow, the world!","Netflix"
"s133","TV Show","Brave Animated Series","","Tseng Yun-fan, Kao Yun-shuo, Chiang Ching-yen, Meng Ching-fu, Huang Bai-wei, Ma Kuo-yao, Chen Yen-chun, Sun Ke-fang, Kai Yang-niu, Chen Yu-wen, Nick Liao, Lin Kai-ling, Mickey Huang, Liu Kuan-ting, Jiang Du-hui","","September 1, 2021",2021,"TV-MA","1","International TV Shows, TV Action & Adventure, TV Comedies","A group of superheroes sets out to rid the world of evil — only to realize they may not be standing on the side of justice. Based on a popular comic.","Netflix"
"s148","TV Show","How to Be a Cowboy","","","","September 1, 2021",2021,"TV-PG","1","Reality TV","Dale Brisby uses social media savvy and rodeo skills to keep cowboy traditions alive — and now he's teaching the world how to cowboy right, ol' son.","Netflix"
"s149","TV Show","HQ Barbers","Gerhard Mostert","Hakeem Kae-Kazim, Chioma Omeruah, Orukotan Adejola, Flora Chiedo, Emeka Nwagbaraocha, Anthony Oseyemi, Oluwabukola Thomas, Soibifaa Dokubo","","September 1, 2021",2020,"TV-14","1","TV Shows","When a family run barber shop in the heart of Lagos is threatened by real estate developers, they'll do whatever it takes to stay in business.","Netflix"
"s154","TV Show","Kid-E-Cats","","Lori Gardner, Kate Bristol, Billy Bob Thompson, Marc Thompson, Erica Schroeder","Russia","September 1, 2021",2016,"TV-Y","2","Kids' TV","Cookie, Pudding and Candy are kitten siblings whose favorite things are sweet treats and letting their curiosity lead them on adventures in learning.","Netflix"
"s155","TV Show","Kuroko's Basketball","","Kensho Ono, Yuki Ono, Chiwa Saito, Yoshimasa Hosoya, Hirofumi Nojima, Kenji Hamada, Takuya Eguchi, Soichiro Hoshi, Tatsuhisa Suzuki, Go Inoue, Daisuke Ono, Ryohei Kimura, Junichi Suwabe, Kazuya Nakai, Fumiko Orikasa, Kenichi Suzumura, Kisho Taniyama, Hiroshi Kamiya","Japan","September 1, 2021",2015,"TV-MA","3","Anime Series, International TV Shows, Teen TV Shows","Five middle school basketball stars went to separate high schools, and now Tetsuya Kuroko and Seirin High are making their play for glory.","Netflix"
"s161","TV Show","Major Dad","","Gerald McRaney, Shanna Reed, Nicole Dubuc, Chelsea Hertford, Marisa Ryan, Matt Mulhern, Beverly Archer, Jon Cypher","United States","September 1, 2021",1992,"TV-PG","4","TV Comedies","When he marries a journalist and becomes stepdad to her daughters, a U.S. Marine finds his once-orderly life no longer entirely under his command.","Netflix"
"s166","TV Show","Oldsters","","Patricio Contreras, Alejandro Goic, Sergio Hernández, Mariana Loyola Ruz, Alejandro Trejo, Daniel Alcaíno Cuevas, Nicolás Poblete, Susana Hidalgo, Gloria Münchmeyer","","September 1, 2021",2019,"TV-MA","1","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Three friends in their 70s step out of retirement to become a band of outlaws whose mission is to help those let down by the justice system.","Netflix"
"s182","TV Show","Turning Point: 9/11 and the War on Terror","","","","September 1, 2021",2021,"TV-14","1","Docuseries","This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad.","Netflix"
"s185","TV Show","Sparking Joy","","Marie Kondo","United States","August 31, 2021",2021,"TV-PG","1","Reality TV","In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life — and shares her own world.","Netflix"
"s187","TV Show","Hometown Cha-Cha-Cha","","Shin Min-a, Kim Seon-ho, Lee Sang-yi, Gong Min-jeung, Kim Young-ok, Cho Han-cheul, In Gyo-jin, Lee Bong-ryeon, Cha Cheong-hwa, Kang Hyung-suk","","August 29, 2021",2021,"TV-14","1","International TV Shows, Romantic TV Shows, TV Comedies","A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.","Netflix"
"s188","TV Show","The Ingenuity of the Househusband","","Kenjiro Tsuda","","August 29, 2021",2021,"TV-G","1","International TV Shows, TV Comedies","A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes.","Netflix"
"s190","TV Show","Bread Barbershop","","Um Sang-hyun, Park Yoon-hee, Kang Shi-hyun, Hong Bum-ki, Kim Hyun-wook, Lee In-suk, Song Ha-rim","","August 28, 2021",2020,"TV-Y","2","Kids' TV, TV Comedies","In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.","Netflix"
"s194","TV Show","D.P.","","Jung Hae-in, Koo Kyo-hwan, Kim Sung-kyun, Son Suk-ku",", South Korea","August 27, 2021",2021,"TV-MA","1","International TV Shows, TV Dramas","A young private’s assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty.","Netflix"
"s195","TV Show","Deadly Sins","","Frank Ramirez, Patricia Castañeda, Chela del Río, Patrick Delmas, María José Martínez, Robinson Díaz, Juan Ángel, Guillermo Olarte, Constanza Duque, Marcela Carvajal","","August 27, 2021",2002,"TV-MA","1","International TV Shows, Spanish-Language TV Shows, TV Dramas","A multimillionaire fakes his death and forces his relatives to live together in his mansion for one year to see who's worthy of inheriting his fortune.","Netflix"
"s198","TV Show","I Heart Arlo","","Michael J. Woodard, Mary Lambert, Jonathan Van Ness, Haley Tju, Brett Gelman, Tony Hale, Vincent Rodriguez III, Annie Potts, Jessica Williams, Melissa Villaseñor, Cathy Vu, Jennifer Coolidge, Flea","","August 27, 2021",2021,"TV-Y7","1","Kids' TV, TV Comedies","It's a whole new world for Arlo and his one-of-a kind pals when they set out to restore a run-down New York City neighborhood — and make it their own.","Netflix"
"s199","TV Show","King of Boys: The Return of the King","Kemi Adetiba","Sola Sobowale, Toni Tones, Richard Mofe-Damijo, Efa Iwara, Titi Kuti, Tobechukwu ""iLLbliss"" Ejiofor, Remilekun ""Reminisce"" Safaru, Charles  ""Charly Boy"" Oputa, Nse Ikpe-Etim, Keppy Ekpenyong Bassey, Bimbo Manuel, Akin Lewis, Lord Frank, Osas Ighodaro, Taiwo Ajai-Lycett, Paul Sambo","Nigeria","August 27, 2021",2021,"TV-MA","1","Crime TV Shows, International TV Shows, TV Dramas","Alhaja Eniola Salami starts anew and sets her sights on a different position of power, fueled by revenge, regret and ruthlessness.","Netflix"
"s213","TV Show","Rebellion","","Charlie Murphy, Ruth Bradley, Sarah Greene, Brian Gleeson, Michelle Fairley, Ian McElhinney, Michael Ford-FitzGerald, Paul Reid, Barry Ward, Tom Turner, Perdita Weeks, Andrew Simpson, Sophie Robinson","Ireland","August 27, 2021",2016,"TV-MA","2","International TV Shows, TV Dramas","As World War I rages, three women and their families in Dublin choose sides in the violent Easter Rising revolt against British rule.","Netflix"
